Interaction,Source_Name,Target_Name,Source_Rank,Target_Rank,ID,Source_Life_Stage,Target_Life_Stage
Staphylinidae Geophilidae,Staphylinidae,Geophilidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Gerridae,Staphylinidae,Gerridae,Family,Family,1,,
Staphylinidae Lampyridae,Staphylinidae,Lampyridae,Family,Family,1,Young,Young
Staphylinidae Limoniidae,Staphylinidae,Limoniidae,Family,Family,1,Young,Young
Staphylinidae Lycosidae,Staphylinidae,Lycosidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Lymnaeidae,Staphylinidae,Lymnaeidae,Family,Family,1,,
Staphylinidae Miridae,Staphylinidae,Miridae,Family,Family,1,,
Staphylinidae Muscidae,Staphylinidae,Muscidae,Family,Family,1,,
Staphylinidae Nitidulidae,Staphylinidae,Nitidulidae,Family,Family,1,Adult,Adult
Staphylinidae Plants,Staphylinidae,Plants,Family,Feeding guild,2,,
Staphylinidae Polyxenidae,Staphylinidae,Polyxenidae,Family,Family,1,Adult,Adult
Staphylinidae Psychodidae,Staphylinidae,Psychodidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Rhyparochromidae,Staphylinidae,Rhyparochromidae,Family,Family,1,,
Staphylinidae Sarcophagidae,Staphylinidae,Sarcophagidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Scarabaeidae,Staphylinidae,Scarabaeidae,Family,Family,1,,
Staphylinidae Sepsidae,Staphylinidae,Sepsidae,Family,Family,94,Young and Adult,Young
Staphylinidae Staphylinidae,Staphylinidae,Staphylinidae,Family,Family,1; 2,Young and Adult,Young and Adult
Staphylinidae Tectocepheidae,Staphylinidae,Tectocepheidae,Family,Family,99,Young and Adult,Young and Adult
Stenopsocidae Terrestrial detritus,Stenopsocidae,Terrestrial detritus,Family,Feeding guild,37,Young and Adult,
Stratiomyidae Algae,Stratiomyidae,Algae,Family,Feeding guild,2,Young,
Stratiomyidae Aquatic detritus,Stratiomyidae,Aquatic detritus,Family,Feeding guild,2,Young,
Stratiomyidae Fungi,Stratiomyidae,Fungi,Family,Feeding guild,2,,
Stratiomyidae Plankton,Stratiomyidae,Plankton,Family,Feeding guild,2,Young,
Stratiomyidae Plants,Stratiomyidae,Plants,Family,Feeding guild,2,Young,Young
Syrphidae Aquatic detritus,Syrphidae,Aquatic detritus,Family,Feeding guild,2,Young,
Syrphidae Chrysomelidae,Syrphidae,Chrysomelidae,Family,Family,1; 2,Young,Young
Syrphidae Curculionidae,Syrphidae,Curculionidae,Family,Family,2,,
Syrphidae Formicidae,Syrphidae,Formicidae,Family,Family,1; 2,Young,Egg and Young
Syrphidae Geometridae,Syrphidae,Geometridae,Family,Family,1,,
Syrphidae Lauxaniidae,Syrphidae,Lauxaniidae,Family,Family,76,Young,
Syrphidae Noctuidae,Syrphidae,Noctuidae,Family,Family,1,Young,Young
Syrphidae Plankton,Syrphidae,Plankton,Family,Feeding guild,2,Young,
Syrphidae Plants,Syrphidae,Plants,Family,Feeding guild,2,Young and Adult,Young
Syrphidae Syrphidae,Syrphidae,Syrphidae,Family,Family,1,,
Syrphidae Tenthredinidae,Syrphidae,Tenthredinidae,Family,Family,1,Young,Young
Syrphidae Tortricidae,Syrphidae,Tortricidae,Family,Family,1; 2,Young,Young
Tabanidae Annelida,Tabanidae,Annelida,Family,Feeding guild,2,Young,Young
Tabanidae Baetidae,Tabanidae,Baetidae,Family,Family,2,Young,Young
Tabanidae Caenidae,Tabanidae,Caenidae,Family,Family,2,Young,Young
Tabanidae Capniidae,Tabanidae,Capniidae,Family,Family,2,Young,Young
Tabanidae Chironomidae,Tabanidae,Chironomidae,Family,Family,2,Young,Young
Tabanidae Chrysomelidae,Tabanidae,Chrysomelidae,Family,Family,2,Young,Young
Tabanidae Culicidae,Tabanidae,Culicidae,Family,Family,2,Young,Young
Tabanidae Curculionidae,Tabanidae,Curculionidae,Family,Family,2,Young,Young
Tabanidae Dixidae,Tabanidae,Dixidae,Family,Family,2,Young,Young
Tabanidae Dryopidae,Tabanidae,Dryopidae,Family,Family,2,Young,Young
Tabanidae Elmidae,Tabanidae,Elmidae,Family,Family,2,Young,Young
Tabanidae Ephemeridae,Tabanidae,Ephemeridae,Family,Family,2,Young,Young
Tabanidae Ephydridae,Tabanidae,Ephydridae,Family,Family,2,Young,Young
Tabanidae Gammaridae,Tabanidae,Gammaridae,Family,Family,2,Young,Young
Tabanidae Haematophagous,Tabanidae,Haematophagous,Family,Feeding guild,2,Adult,
Tabanidae Haliplidae,Tabanidae,Haliplidae,Family,Family,2,Young,Young
Tabanidae Heptageniidae,Tabanidae,Heptageniidae,Family,Family,2,Young,Young
Tabanidae Hydrophilidae,Tabanidae,Hydrophilidae,Family,Family,2,Young,Young
Tabanidae Lepidostomatidae,Tabanidae,Lepidostomatidae,Family,Family,2,Young,Young
Tabanidae Leuctridae,Tabanidae,Leuctridae,Family,Family,2,Young,Young
Tabanidae Limnephilidae,Tabanidae,Limnephilidae,Family,Family,2,Young,Young
Tabanidae Limoniidae,Tabanidae,Limoniidae,Family,Family,2,Young,Young
Tabanidae Lymnaeidae,Tabanidae,Lymnaeidae,Family,Family,2,Young,Young
Tabanidae Nemouridae,Tabanidae,Nemouridae,Family,Family,2,Young,Young
Tabanidae Philopotamidae,Tabanidae,Philopotamidae,Family,Family,2,Young,Young
Tabanidae Physidae,Tabanidae,Physidae,Family,Family,2,Young,Young
Tabanidae Plankton,Tabanidae,Plankton,Family,Feeding guild,2,Young,
Tabanidae Psychodidae,Tabanidae,Psychodidae,Family,Family,2,Young,Young
Tabanidae Ptychopteridae,Tabanidae,Ptychopteridae,Family,Family,2,Young,Young
Tabanidae Scirtidae,Tabanidae,Scirtidae,Family,Family,2,Young,Young
Tabanidae Simuliidae,Tabanidae,Simuliidae,Family,Family,2,Young,Young
Tabanidae Stratiomyidae,Tabanidae,Stratiomyidae,Family,Family,2,Young,Young
Tabanidae Syrphidae,Tabanidae,Syrphidae,Family,Family,2,Young,Young
Tabanidae Tipulidae,Tabanidae,Tipulidae,Family,Family,2,Young,Young
Tectocepheidae Algae,Tectocepheidae,Algae,Family,Feeding guild,45,Young and Adult,
Tenthredinidae Agromyzidae,Tenthredinidae,Agromyzidae,Family,Family,1,,
Tenthredinidae Coenagrionidae,Tenthredinidae,Coenagrionidae,Family,Family,1,,
Tenthredinidae Muscidae,Tenthredinidae,Muscidae,Family,Family,1,,
Tenthredinidae Plants,Tenthredinidae,Plants,Family,Feeding guild,2,Young,
Tenthredinidae Tenthredinidae,Tenthredinidae,Tenthredinidae,Family,Family,1,,
Tephritidae Plants,Tephritidae,Plants,Family,Feeding guild,2,Adult,
Tephritidae Tenthredinidae,Tephritidae,Tenthredinidae,Family,Family,1; 2,Young,Young
Tephritidae Tephritidae,Tephritidae,Tephritidae,Family,Family,1,,
Tipulidae Algae,Tipulidae,Algae,Family,Feeding guild,2,Young,
Tipulidae Chironomidae,Tipulidae,Chironomidae,Family,Family,1,Young,Young
Tipulidae Heptageniidae,Tipulidae,Heptageniidae,Family,Family,1,Young,Young
Tipulidae Plants,Tipulidae,Plants,Family,Feeding guild,2,Young,Young
Tipulidae Terrestrial detritus,Tipulidae,Terrestrial detritus,Family,Feeding guild,2,Young,
Tipulidae Tipulidae,Tipulidae,Tipulidae,Family,Family,1,Young,Young
Tortricidae Agromyzidae,Tortricidae,Agromyzidae,Family,Family,1,,
Tortricidae Cecidomyiidae,Tortricidae,Cecidomyiidae,Family,Family,1,Young,Young
Tortricidae Plants,Tortricidae,Plants,Family,Feeding guild,2,Young,
Tortricidae Tenthredinidae,Tortricidae,Tenthredinidae,Family,Family,1,,
Tortricidae Tortricidae,Tortricidae,Tortricidae,Family,Family,1,,
Trichoceridae Terrestrial detritus,Trichoceridae,Terrestrial detritus,Family,Feeding guild,2,,
Triozidae Plants,Triozidae,Plants,Family,Feeding guild,2,,
Triozidae Triozidae,Triozidae,Triozidae,Family,Family,1; 2,,
Trogidae Plants,Trogidae,Plants,Family,Feeding guild,2,,
