"","Interaction","Source_Name","Target_Name","Source_Rank","Target_Rank","fg"
"1570","Scarabaeidae Plants","Scarabaeidae","Plants","Family","Feeding guild","Herbivore"
"1571","Sciaridae Fungi","Sciaridae","Fungi","Family","Feeding guild","Phytosaprophage"
"1572","Sciaridae Plants","Sciaridae","Plants","Family","Feeding guild","Phytosaprophage"
"1573","Sciomyzidae Baetidae","Sciomyzidae","Baetidae","Family","Family","Omnivore"
"1574","Sciomyzidae Caenidae","Sciomyzidae","Caenidae","Family","Family","Omnivore"
"1575","Sciomyzidae Capniidae","Sciomyzidae","Capniidae","Family","Family","Omnivore"
"1576","Sciomyzidae Chironomidae","Sciomyzidae","Chironomidae","Family","Family","Omnivore"
"1577","Sciomyzidae Chrysomelidae","Sciomyzidae","Chrysomelidae","Family","Family","Omnivore"
"1578","Sciomyzidae Culicidae","Sciomyzidae","Culicidae","Family","Family","Omnivore"
"1579","Sciomyzidae Curculionidae","Sciomyzidae","Curculionidae","Family","Family","Omnivore"
"1580","Sciomyzidae Dixidae","Sciomyzidae","Dixidae","Family","Family","Omnivore"
"1581","Sciomyzidae Dryopidae","Sciomyzidae","Dryopidae","Family","Family","Omnivore"
"1582","Sciomyzidae Elmidae","Sciomyzidae","Elmidae","Family","Family","Omnivore"
"1583","Sciomyzidae Ephemeridae","Sciomyzidae","Ephemeridae","Family","Family","Omnivore"
"1584","Sciomyzidae Ephydridae","Sciomyzidae","Ephydridae","Family","Family","Omnivore"
"1585","Sciomyzidae Gammaridae","Sciomyzidae","Gammaridae","Family","Family","Omnivore"
"1586","Sciomyzidae Haliplidae","Sciomyzidae","Haliplidae","Family","Family","Omnivore"
"1587","Sciomyzidae Heptageniidae","Sciomyzidae","Heptageniidae","Family","Family","Omnivore"
"1588","Sciomyzidae Hydrophilidae","Sciomyzidae","Hydrophilidae","Family","Family","Omnivore"
"1589","Sciomyzidae Lepidostomatidae","Sciomyzidae","Lepidostomatidae","Family","Family","Omnivore"
"1590","Sciomyzidae Leuctridae","Sciomyzidae","Leuctridae","Family","Family","Omnivore"
"1591","Sciomyzidae Limnephilidae","Sciomyzidae","Limnephilidae","Family","Family","Omnivore"
"1592","Sciomyzidae Limoniidae","Sciomyzidae","Limoniidae","Family","Family","Omnivore"
"1593","Sciomyzidae Lymnaeidae","Sciomyzidae","Lymnaeidae","Family","Family","Omnivore"
"1594","Sciomyzidae Nemouridae","Sciomyzidae","Nemouridae","Family","Family","Omnivore"
"1595","Sciomyzidae Philopotamidae","Sciomyzidae","Philopotamidae","Family","Family","Omnivore"
"1596","Sciomyzidae Physidae","Sciomyzidae","Physidae","Family","Family","Omnivore"
"1597","Sciomyzidae Plankton","Sciomyzidae","Plankton","Family","Feeding guild","Omnivore"
"1598","Sciomyzidae Plants","Sciomyzidae","Plants","Family","Feeding guild","Omnivore"
"1599","Sciomyzidae Psychodidae","Sciomyzidae","Psychodidae","Family","Family","Omnivore"
"1600","Sciomyzidae Ptychopteridae","Sciomyzidae","Ptychopteridae","Family","Family","Omnivore"
"1601","Sciomyzidae Sciomyzidae","Sciomyzidae","Sciomyzidae","Family","Family","Omnivore"
"1602","Sciomyzidae Scirtidae","Sciomyzidae","Scirtidae","Family","Family","Omnivore"
"1603","Sciomyzidae Simuliidae","Sciomyzidae","Simuliidae","Family","Family","Omnivore"
"1604","Sciomyzidae Stratiomyidae","Sciomyzidae","Stratiomyidae","Family","Family","Omnivore"
"1605","Sciomyzidae Syrphidae","Sciomyzidae","Syrphidae","Family","Family","Omnivore"
"1606","Sciomyzidae Tipulidae","Sciomyzidae","Tipulidae","Family","Family","Omnivore"
"1607","Scirtidae Aquatic detritus","Scirtidae","Aquatic detritus","Family","Feeding guild","Phytosaprophage"
"1608","Scirtidae Plants","Scirtidae","Plants","Family","Feeding guild","Phytosaprophage"
"1609","Scraptiidae Terrestrial detritus","Scraptiidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1610","Scutigerellidae Terrestrial detritus","Scutigerellidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1611","Sepsidae Coprophagous","Sepsidae","Coprophagous","Family","Feeding guild","Phytosaprophage"
"1612","Sepsidae Plants","Sepsidae","Plants","Family","Feeding guild","Phytosaprophage"
"1613","Sialidae Baetidae","Sialidae","Baetidae","Family","Family","Omnivore"
"1614","Sialidae Caenidae","Sialidae","Caenidae","Family","Family","Omnivore"
"1615","Sialidae Canthocamptidae","Sialidae","Canthocamptidae","Family","Family","Omnivore"
"1616","Sialidae Capniidae","Sialidae","Capniidae","Family","Family","Omnivore"
"1617","Sialidae Ceratopogonidae","Sialidae","Ceratopogonidae","Family","Family","Omnivore"
"1618","Sialidae Chironomidae","Sialidae","Chironomidae","Family","Family","Omnivore"
"1619","Sialidae Chrysomelidae","Sialidae","Chrysomelidae","Family","Family","Omnivore"
"1620","Sialidae Chydoridae","Sialidae","Chydoridae","Family","Family","Omnivore"
"1621","Sialidae Culicidae","Sialidae","Culicidae","Family","Family","Omnivore"
"1622","Sialidae Curculionidae","Sialidae","Curculionidae","Family","Family","Omnivore"
"1623","Sialidae Cyclopidae","Sialidae","Cyclopidae","Family","Family","Omnivore"
"1624","Sialidae Dixidae","Sialidae","Dixidae","Family","Family","Omnivore"
"1625","Sialidae Dryopidae","Sialidae","Dryopidae","Family","Family","Omnivore"
"1626","Sialidae Dytiscidae","Sialidae","Dytiscidae","Family","Family","Omnivore"
"1627","Sialidae Elmidae","Sialidae","Elmidae","Family","Family","Omnivore"
"1628","Sialidae Ephemeridae","Sialidae","Ephemeridae","Family","Family","Omnivore"
"1629","Sialidae Ephydridae","Sialidae","Ephydridae","Family","Family","Omnivore"
"1630","Sialidae Gammaridae","Sialidae","Gammaridae","Family","Family","Omnivore"
"1631","Sialidae Haliplidae","Sialidae","Haliplidae","Family","Family","Omnivore"
"1632","Sialidae Heptageniidae","Sialidae","Heptageniidae","Family","Family","Omnivore"
"1633","Sialidae Hydrophilidae","Sialidae","Hydrophilidae","Family","Family","Omnivore"
"1634","Sialidae Lepidostomatidae","Sialidae","Lepidostomatidae","Family","Family","Omnivore"
"1635","Sialidae Leuctridae","Sialidae","Leuctridae","Family","Family","Omnivore"
"1636","Sialidae Limnephilidae","Sialidae","Limnephilidae","Family","Family","Omnivore"
"1637","Sialidae Limoniidae","Sialidae","Limoniidae","Family","Family","Omnivore"
"1638","Sialidae Lymnaeidae","Sialidae","Lymnaeidae","Family","Family","Omnivore"
"1639","Sialidae Nemouridae","Sialidae","Nemouridae","Family","Family","Omnivore"
"1640","Sialidae Philopotamidae","Sialidae","Philopotamidae","Family","Family","Omnivore"
"1641","Sialidae Physidae","Sialidae","Physidae","Family","Family","Omnivore"
"1642","Sialidae Plankton","Sialidae","Plankton","Family","Feeding guild","Omnivore"
"1643","Sialidae Psychodidae","Sialidae","Psychodidae","Family","Family","Omnivore"
"1644","Sialidae Ptychopteridae","Sialidae","Ptychopteridae","Family","Family","Omnivore"
"1645","Sialidae Scirtidae","Sialidae","Scirtidae","Family","Family","Omnivore"
"1646","Sialidae Sialidae","Sialidae","Sialidae","Family","Family","Omnivore"
"1647","Sialidae Simuliidae","Sialidae","Simuliidae","Family","Family","Omnivore"
"1648","Sialidae Stratiomyidae","Sialidae","Stratiomyidae","Family","Family","Omnivore"
"1649","Sialidae Syrphidae","Sialidae","Syrphidae","Family","Family","Omnivore"
"1650","Sialidae Tipulidae","Sialidae","Tipulidae","Family","Family","Omnivore"
"1651","Simuliidae Aquatic detritus","Simuliidae","Aquatic detritus","Family","Feeding guild","Omnivore"
"1652","Simuliidae Chironomidae","Simuliidae","Chironomidae","Family","Family","Omnivore"
"1653","Simuliidae Haematophagous","Simuliidae","Haematophagous","Family","Feeding guild","Omnivore"
"1654","Simuliidae Plankton","Simuliidae","Plankton","Family","Feeding guild","Omnivore"
"1655","Simuliidae Plants","Simuliidae","Plants","Family","Feeding guild","Omnivore"
"1656","Simuliidae Simuliidae","Simuliidae","Simuliidae","Family","Family","Omnivore"
"1657","Sphaeroceridae Acari","Sphaeroceridae","Fungi","Family","Feeding guild","Detritivore"
"1658","Sphaeroceridae Acari","Sphaeroceridae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1659","Staphylinidae Anthomyiidae","Staphylinidae","Anthomyiidae","Family","Family","Omnivore"
"1660","Staphylinidae Calliphoridae","Staphylinidae","Calliphoridae","Family","Family","Omnivore"
"1661","Staphylinidae Cantharidae","Staphylinidae","Cantharidae","Family","Family","Omnivore"
"1662","Staphylinidae Carabidae","Staphylinidae","Carabidae","Family","Family","Omnivore"
"1663","Staphylinidae Ceratopogonidae","Staphylinidae","Ceratopogonidae","Family","Family","Omnivore"
"1664","Staphylinidae Chironomidae","Staphylinidae","Chironomidae","Family","Family","Omnivore"
"1665","Staphylinidae Chordeumatidae","Staphylinidae","Chordeumatidae","Family","Family","Omnivore"
"1666","Staphylinidae Chrysomelidae","Staphylinidae","Chrysomelidae","Family","Family","Omnivore"
"1667","Staphylinidae Cicadellidae","Staphylinidae","Cicadellidae","Family","Family","Omnivore"
"1668","Staphylinidae Clubionidae","Staphylinidae","Clubionidae","Family","Family","Omnivore"
"1669","Staphylinidae Coccinellidae","Staphylinidae","Coccinellidae","Family","Family","Omnivore"
"1670","Staphylinidae Curculionidae","Staphylinidae","Curculionidae","Family","Family","Omnivore"
"1671","Staphylinidae Dytiscidae","Staphylinidae","Dytiscidae","Family","Family","Omnivore"
"1672","Staphylinidae Elateridae","Staphylinidae","Elateridae","Family","Family","Omnivore"
"1673","Staphylinidae Formicidae","Staphylinidae","Formicidae","Family","Family","Omnivore"
"1674","Staphylinidae Geophilidae","Staphylinidae","Geophilidae","Family","Family","Omnivore"
"1675","Staphylinidae Gerridae","Staphylinidae","Gerridae","Family","Family","Omnivore"
"1676","Staphylinidae Lampyridae","Staphylinidae","Lampyridae","Family","Family","Omnivore"
"1677","Staphylinidae Limoniidae","Staphylinidae","Limoniidae","Family","Family","Omnivore"
"1678","Staphylinidae Lycosidae","Staphylinidae","Lycosidae","Family","Family","Omnivore"
"1679","Staphylinidae Lymnaeidae","Staphylinidae","Lymnaeidae","Family","Family","Omnivore"
"1680","Staphylinidae Miridae","Staphylinidae","Miridae","Family","Family","Omnivore"
"1681","Staphylinidae Muscidae","Staphylinidae","Muscidae","Family","Family","Omnivore"
"1682","Staphylinidae Nitidulidae","Staphylinidae","Nitidulidae","Family","Family","Omnivore"
"1683","Staphylinidae Plants","Staphylinidae","Plants","Family","Feeding guild","Omnivore"
"1684","Staphylinidae Polyxenidae","Staphylinidae","Polyxenidae","Family","Family","Omnivore"
"1685","Staphylinidae Psychodidae","Staphylinidae","Psychodidae","Family","Family","Omnivore"
"1686","Staphylinidae Rhyparochromidae","Staphylinidae","Rhyparochromidae","Family","Family","Omnivore"
"1687","Staphylinidae Sarcophagidae","Staphylinidae","Sarcophagidae","Family","Family","Omnivore"
"1688","Staphylinidae Scarabaeidae","Staphylinidae","Scarabaeidae","Family","Family","Omnivore"
"1689","Staphylinidae Sepsidae","Staphylinidae","Sepsidae","Family","Family","Omnivore"
"1690","Staphylinidae Staphylinidae","Staphylinidae","Staphylinidae","Family","Family","Omnivore"
"1691","Staphylinidae Tectocepheidae","Staphylinidae","Tectocepheidae","Family","Family","Omnivore"
"1692","Stenopsocidae Terrestrial detritus","Stenopsocidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1693","Stratiomyidae Algae","Stratiomyidae","Algae","Family","Feeding guild","Phytosaprophage"
"1694","Stratiomyidae Aquatic detritus","Stratiomyidae","Aquatic detritus","Family","Feeding guild","Phytosaprophage"
"1695","Stratiomyidae Fungi","Stratiomyidae","Fungi","Family","Feeding guild","Phytosaprophage"
"1696","Stratiomyidae Plankton","Stratiomyidae","Plankton","Family","Feeding guild","Phytosaprophage"
"1697","Stratiomyidae Plants","Stratiomyidae","Plants","Family","Feeding guild","Phytosaprophage"
"1698","Syrphidae Aquatic detritus","Syrphidae","Aquatic detritus","Family","Feeding guild","Omnivore"
"1699","Syrphidae Chrysomelidae","Syrphidae","Chrysomelidae","Family","Family","Omnivore"
"1700","Syrphidae Curculionidae","Syrphidae","Curculionidae","Family","Family","Omnivore"
"1701","Syrphidae Formicidae","Syrphidae","Formicidae","Family","Family","Omnivore"
"1702","Syrphidae Geometridae","Syrphidae","Geometridae","Family","Family","Omnivore"
"1703","Syrphidae Lauxaniidae","Syrphidae","Lauxaniidae","Family","Family","Omnivore"
"1704","Syrphidae Noctuidae","Syrphidae","Noctuidae","Family","Family","Omnivore"
"1705","Syrphidae Plankton","Syrphidae","Plankton","Family","Feeding guild","Omnivore"
"1706","Syrphidae Plants","Syrphidae","Plants","Family","Feeding guild","Omnivore"
"1707","Syrphidae Syrphidae","Syrphidae","Syrphidae","Family","Family","Omnivore"
"1708","Syrphidae Tenthredinidae","Syrphidae","Tenthredinidae","Family","Family","Omnivore"
"1709","Syrphidae Tortricidae","Syrphidae","Tortricidae","Family","Family","Omnivore"
"1710","Tabanidae Baetidae","Tabanidae","Baetidae","Family","Family","Omnivore"
"1711","Tabanidae Caenidae","Tabanidae","Caenidae","Family","Family","Omnivore"
"1712","Tabanidae Capniidae","Tabanidae","Capniidae","Family","Family","Omnivore"
"1713","Tabanidae Chironomidae","Tabanidae","Chironomidae","Family","Family","Omnivore"
"1714","Tabanidae Chrysomelidae","Tabanidae","Chrysomelidae","Family","Family","Omnivore"
"1715","Tabanidae Culicidae","Tabanidae","Culicidae","Family","Family","Omnivore"
"1716","Tabanidae Curculionidae","Tabanidae","Curculionidae","Family","Family","Omnivore"
"1717","Tabanidae Dixidae","Tabanidae","Dixidae","Family","Family","Omnivore"
"1718","Tabanidae Dryopidae","Tabanidae","Dryopidae","Family","Family","Omnivore"
"1719","Tabanidae Elmidae","Tabanidae","Elmidae","Family","Family","Omnivore"
"1720","Tabanidae Ephemeridae","Tabanidae","Ephemeridae","Family","Family","Omnivore"
"1721","Tabanidae Ephydridae","Tabanidae","Ephydridae","Family","Family","Omnivore"
"1722","Tabanidae Gammaridae","Tabanidae","Gammaridae","Family","Family","Omnivore"
"1723","Tabanidae Haematophagous","Tabanidae","Haematophagous","Family","Feeding guild","Omnivore"
"1724","Tabanidae Haliplidae","Tabanidae","Haliplidae","Family","Family","Omnivore"
"1725","Tabanidae Heptageniidae","Tabanidae","Heptageniidae","Family","Family","Omnivore"
"1726","Tabanidae Hydrophilidae","Tabanidae","Hydrophilidae","Family","Family","Omnivore"
"1727","Tabanidae Lepidostomatidae","Tabanidae","Lepidostomatidae","Family","Family","Omnivore"
"1728","Tabanidae Leuctridae","Tabanidae","Leuctridae","Family","Family","Omnivore"
"1729","Tabanidae Limnephilidae","Tabanidae","Limnephilidae","Family","Family","Omnivore"
"1730","Tabanidae Limoniidae","Tabanidae","Limoniidae","Family","Family","Omnivore"
"1731","Tabanidae Lymnaeidae","Tabanidae","Lymnaeidae","Family","Family","Omnivore"
"1732","Tabanidae Nemouridae","Tabanidae","Nemouridae","Family","Family","Omnivore"
"1733","Tabanidae Philopotamidae","Tabanidae","Philopotamidae","Family","Family","Omnivore"
"1734","Tabanidae Physidae","Tabanidae","Physidae","Family","Family","Omnivore"
"1735","Tabanidae Plankton","Tabanidae","Plankton","Family","Feeding guild","Omnivore"
"1736","Tabanidae Psychodidae","Tabanidae","Psychodidae","Family","Family","Omnivore"
"1737","Tabanidae Ptychopteridae","Tabanidae","Ptychopteridae","Family","Family","Omnivore"
"1738","Tabanidae Scirtidae","Tabanidae","Scirtidae","Family","Family","Omnivore"
"1739","Tabanidae Simuliidae","Tabanidae","Simuliidae","Family","Family","Omnivore"
"1740","Tabanidae Stratiomyidae","Tabanidae","Stratiomyidae","Family","Family","Omnivore"
"1741","Tabanidae Syrphidae","Tabanidae","Syrphidae","Family","Family","Omnivore"
"1742","Tabanidae Tipulidae","Tabanidae","Tipulidae","Family","Family","Omnivore"
"1743","Tectocepheidae Algae","Tectocepheidae","Algae","Family","Feeding guild","Detritivore"
"1744","Tenthredinidae Agromyzidae","Tenthredinidae","Agromyzidae","Family","Family","Omnivore"
"1745","Tenthredinidae Coenagrionidae","Tenthredinidae","Coenagrionidae","Family","Family","Omnivore"
"1746","Tenthredinidae Muscidae","Tenthredinidae","Muscidae","Family","Family","Omnivore"
"1747","Tenthredinidae Plants","Tenthredinidae","Plants","Family","Feeding guild","Omnivore"
"1748","Tenthredinidae Tenthredinidae","Tenthredinidae","Tenthredinidae","Family","Family","Omnivore"
"1749","Tephritidae Plants","Tephritidae","Plants","Family","Feeding guild","Omnivore"
"1750","Tephritidae Tenthredinidae","Tephritidae","Tenthredinidae","Family","Family","Omnivore"
"1751","Tephritidae Tephritidae","Tephritidae","Tephritidae","Family","Family","Omnivore"
"1752","Tipulidae Algae","Tipulidae","Algae","Family","Feeding guild","Omnivore"
"1753","Tipulidae Chironomidae","Tipulidae","Chironomidae","Family","Family","Omnivore"
"1754","Tipulidae Heptageniidae","Tipulidae","Heptageniidae","Family","Family","Omnivore"
"1755","Tipulidae Plants","Tipulidae","Plants","Family","Feeding guild","Omnivore"
"1756","Tipulidae Terrestrial detritus","Tipulidae","Terrestrial detritus","Family","Feeding guild","Omnivore"
"1757","Tipulidae Tipulidae","Tipulidae","Tipulidae","Family","Family","Omnivore"
"1758","Tortricidae Agromyzidae","Tortricidae","Agromyzidae","Family","Family","Omnivore"
"1759","Tortricidae Cecidomyiidae","Tortricidae","Cecidomyiidae","Family","Family","Omnivore"
"1760","Tortricidae Plants","Tortricidae","Plants","Family","Feeding guild","Omnivore"
"1761","Tortricidae Tenthredinidae","Tortricidae","Tenthredinidae","Family","Family","Omnivore"
"1762","Tortricidae Tortricidae","Tortricidae","Tortricidae","Family","Family","Omnivore"
"1763","Trichoceridae Terrestrial detritus","Trichoceridae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1764","Triozidae Plants","Triozidae","Plants","Family","Feeding guild","Omnivore"
"1765","Triozidae Triozidae","Triozidae","Triozidae","Family","Family","Omnivore"
"1766","Trogidae Plants","Trogidae","Plants","Family","Feeding guild","Herbivore"
"1767","Caeciliusidae Terrestrial detritus","Caeciliusidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1768","Carabidae Tullbergiidae","Carabidae","Tullbergiidae","Family","Family","Omnivore"
"1769","Carabidae Isotomidae","Carabidae","Isotomidae","Family","Family","Omnivore"
"1770","Carabidae Entomobryidae","Carabidae","Entomobryidae","Family","Family","Omnivore"
"1771","Carabidae Neelidae","Carabidae","Neelidae","Family","Family","Omnivore"
"1772","Carabidae Neanuridae","Carabidae","Neanuridae","Family","Family","Omnivore"
"1773","Carabidae Katiannidae","Carabidae","Katiannidae","Family","Family","Omnivore"
"1774","Carabidae Hypogastruridae","Carabidae","Hypogastruridae","Family","Family","Omnivore"
"1775","Carabidae Onychiuridae","Carabidae","Onychiuridae","Family","Family","Omnivore"
"1776","Carabidae Dicyrtomidae","Carabidae","Dicyrtomidae","Family","Family","Omnivore"
"1777","Carabidae Orchesellidae","Carabidae","Orchesellidae","Family","Family","Omnivore"
"1778","Coccinellidae Tullbergiidae","Coccinellidae","Tullbergiidae","Family","Family","Omnivore"
"1779","Coccinellidae Isotomidae","Coccinellidae","Isotomidae","Family","Family","Omnivore"
"1780","Coccinellidae Entomobryidae","Coccinellidae","Entomobryidae","Family","Family","Omnivore"
"1781","Coccinellidae Neelidae","Coccinellidae","Neelidae","Family","Family","Omnivore"
"1782","Coccinellidae Neanuridae","Coccinellidae","Neanuridae","Family","Family","Omnivore"
"1783","Coccinellidae Katiannidae","Coccinellidae","Katiannidae","Family","Family","Omnivore"
"1784","Coccinellidae Hypogastruridae","Coccinellidae","Hypogastruridae","Family","Family","Omnivore"
"1785","Coccinellidae Onychiuridae","Coccinellidae","Onychiuridae","Family","Family","Omnivore"
"1786","Coccinellidae Dicyrtomidae","Coccinellidae","Dicyrtomidae","Family","Family","Omnivore"
"1787","Coccinellidae Orchesellidae","Coccinellidae","Orchesellidae","Family","Family","Omnivore"
"1788","Dolichopodidae Tullbergiidae","Dolichopodidae","Tullbergiidae","Family","Family","Omnivore"
"1789","Dolichopodidae Isotomidae","Dolichopodidae","Isotomidae","Family","Family","Omnivore"
"1790","Dolichopodidae Entomobryidae","Dolichopodidae","Entomobryidae","Family","Family","Omnivore"
"1791","Dolichopodidae Neelidae","Dolichopodidae","Neelidae","Family","Family","Omnivore"
"1792","Dolichopodidae Neanuridae","Dolichopodidae","Neanuridae","Family","Family","Omnivore"
"1793","Dolichopodidae Katiannidae","Dolichopodidae","Katiannidae","Family","Family","Omnivore"
"1794","Dolichopodidae Hypogastruridae","Dolichopodidae","Hypogastruridae","Family","Family","Omnivore"
"1795","Dolichopodidae Onychiuridae","Dolichopodidae","Onychiuridae","Family","Family","Omnivore"
"1796","Dolichopodidae Dicyrtomidae","Dolichopodidae","Dicyrtomidae","Family","Family","Omnivore"
"1797","Dolichopodidae Orchesellidae","Dolichopodidae","Orchesellidae","Family","Family","Omnivore"
"1798","Formicidae Tullbergiidae","Formicidae","Tullbergiidae","Family","Family","Omnivore"
"1799","Formicidae Isotomidae","Formicidae","Isotomidae","Family","Family","Omnivore"
"1800","Formicidae Entomobryidae","Formicidae","Entomobryidae","Family","Family","Omnivore"
"1801","Formicidae Neelidae","Formicidae","Neelidae","Family","Family","Omnivore"
"1802","Formicidae Neanuridae","Formicidae","Neanuridae","Family","Family","Omnivore"
"1803","Formicidae Katiannidae","Formicidae","Katiannidae","Family","Family","Omnivore"
"1804","Formicidae Hypogastruridae","Formicidae","Hypogastruridae","Family","Family","Omnivore"
"1805","Formicidae Onychiuridae","Formicidae","Onychiuridae","Family","Family","Omnivore"
"1806","Formicidae Dicyrtomidae","Formicidae","Dicyrtomidae","Family","Family","Omnivore"
"1807","Formicidae Orchesellidae","Formicidae","Orchesellidae","Family","Family","Omnivore"
"1808","Laelapidae Tullbergiidae","Laelapidae","Tullbergiidae","Family","Family","Predator"
"1809","Laelapidae Isotomidae","Laelapidae","Isotomidae","Family","Family","Predator"
"1810","Laelapidae Entomobryidae","Laelapidae","Entomobryidae","Family","Family","Predator"
"1811","Laelapidae Neelidae","Laelapidae","Neelidae","Family","Family","Predator"
"1812","Laelapidae Neanuridae","Laelapidae","Neanuridae","Family","Family","Predator"
"1813","Laelapidae Katiannidae","Laelapidae","Katiannidae","Family","Family","Predator"
"1814","Laelapidae Hypogastruridae","Laelapidae","Hypogastruridae","Family","Family","Predator"
"1815","Laelapidae Onychiuridae","Laelapidae","Onychiuridae","Family","Family","Predator"
"1816","Laelapidae Dicyrtomidae","Laelapidae","Dicyrtomidae","Family","Family","Predator"
"1817","Laelapidae Orchesellidae","Laelapidae","Orchesellidae","Family","Family","Predator"
"1818","Lithobiidae Tullbergiidae","Lithobiidae","Tullbergiidae","Family","Family","Omnivore"
"1819","Lithobiidae Isotomidae","Lithobiidae","Isotomidae","Family","Family","Omnivore"
"1820","Lithobiidae Entomobryidae","Lithobiidae","Entomobryidae","Family","Family","Omnivore"
"1821","Lithobiidae Neelidae","Lithobiidae","Neelidae","Family","Family","Omnivore"
"1822","Lithobiidae Neanuridae","Lithobiidae","Neanuridae","Family","Family","Omnivore"
"1823","Lithobiidae Katiannidae","Lithobiidae","Katiannidae","Family","Family","Omnivore"
"1824","Lithobiidae Hypogastruridae","Lithobiidae","Hypogastruridae","Family","Family","Omnivore"
"1825","Lithobiidae Onychiuridae","Lithobiidae","Onychiuridae","Family","Family","Omnivore"
"1826","Lithobiidae Dicyrtomidae","Lithobiidae","Dicyrtomidae","Family","Family","Omnivore"
"1827","Lithobiidae Orchesellidae","Lithobiidae","Orchesellidae","Family","Family","Omnivore"
"1828","Lycosidae Tullbergiidae","Lycosidae","Tullbergiidae","Family","Family","Predator"
"1829","Lycosidae Isotomidae","Lycosidae","Isotomidae","Family","Family","Predator"
"1830","Lycosidae Entomobryidae","Lycosidae","Entomobryidae","Family","Family","Predator"
"1831","Lycosidae Neelidae","Lycosidae","Neelidae","Family","Family","Predator"
"1832","Lycosidae Neanuridae","Lycosidae","Neanuridae","Family","Family","Predator"
"1833","Lycosidae Katiannidae","Lycosidae","Katiannidae","Family","Family","Predator"
"1834","Lycosidae Hypogastruridae","Lycosidae","Hypogastruridae","Family","Family","Predator"
"1835","Lycosidae Onychiuridae","Lycosidae","Onychiuridae","Family","Family","Predator"
"1836","Lycosidae Dicyrtomidae","Lycosidae","Dicyrtomidae","Family","Family","Predator"
"1837","Lycosidae Orchesellidae","Lycosidae","Orchesellidae","Family","Family","Predator"
"1838","Parasitidae Tullbergiidae","Parasitidae","Tullbergiidae","Family","Family","Predator"
"1839","Parasitidae Isotomidae","Parasitidae","Isotomidae","Family","Family","Predator"
"1840","Parasitidae Entomobryidae","Parasitidae","Entomobryidae","Family","Family","Predator"
"1841","Parasitidae Neelidae","Parasitidae","Neelidae","Family","Family","Predator"
"1842","Parasitidae Neanuridae","Parasitidae","Neanuridae","Family","Family","Predator"
"1843","Parasitidae Katiannidae","Parasitidae","Katiannidae","Family","Family","Predator"
"1844","Parasitidae Hypogastruridae","Parasitidae","Hypogastruridae","Family","Family","Predator"
"1845","Parasitidae Onychiuridae","Parasitidae","Onychiuridae","Family","Family","Predator"
"1846","Parasitidae Dicyrtomidae","Parasitidae","Dicyrtomidae","Family","Family","Predator"
"1847","Parasitidae Orchesellidae","Parasitidae","Orchesellidae","Family","Family","Predator"
"1848","Rhodacaridae Tullbergiidae","Rhodacaridae","Tullbergiidae","Family","Family","Predator"
"1849","Rhodacaridae Isotomidae","Rhodacaridae","Isotomidae","Family","Family","Predator"
"1850","Rhodacaridae Entomobryidae","Rhodacaridae","Entomobryidae","Family","Family","Predator"
"1851","Rhodacaridae Neelidae","Rhodacaridae","Neelidae","Family","Family","Predator"
"1852","Rhodacaridae Neanuridae","Rhodacaridae","Neanuridae","Family","Family","Predator"
"1853","Rhodacaridae Katiannidae","Rhodacaridae","Katiannidae","Family","Family","Predator"
"1854","Rhodacaridae Hypogastruridae","Rhodacaridae","Hypogastruridae","Family","Family","Predator"
"1855","Rhodacaridae Onychiuridae","Rhodacaridae","Onychiuridae","Family","Family","Predator"
"1856","Rhodacaridae Dicyrtomidae","Rhodacaridae","Dicyrtomidae","Family","Family","Predator"
"1857","Rhodacaridae Orchesellidae","Rhodacaridae","Orchesellidae","Family","Family","Predator"
"1858","Staphylinidae Tullbergiidae","Staphylinidae","Tullbergiidae","Family","Family","Omnivore"
"1859","Staphylinidae Isotomidae","Staphylinidae","Isotomidae","Family","Family","Omnivore"
"1860","Staphylinidae Entomobryidae","Staphylinidae","Entomobryidae","Family","Family","Omnivore"
"1861","Staphylinidae Neelidae","Staphylinidae","Neelidae","Family","Family","Omnivore"
"1862","Staphylinidae Neanuridae","Staphylinidae","Neanuridae","Family","Family","Omnivore"
"1863","Staphylinidae Katiannidae","Staphylinidae","Katiannidae","Family","Family","Omnivore"
"1864","Staphylinidae Hypogastruridae","Staphylinidae","Hypogastruridae","Family","Family","Omnivore"
"1865","Staphylinidae Onychiuridae","Staphylinidae","Onychiuridae","Family","Family","Omnivore"
"1866","Staphylinidae Dicyrtomidae","Staphylinidae","Dicyrtomidae","Family","Family","Omnivore"
"1867","Staphylinidae Orchesellidae","Staphylinidae","Orchesellidae","Family","Family","Omnivore"
"1868","Aeshnidae Lumbricidae","Aeshnidae","Lumbricidae","Family","Family","Predator"
"1869","Aeshnidae Enchytraeidae","Aeshnidae","Enchytraeidae","Family","Family","Predator"
"1870","Aeshnidae Megascolecidae","Aeshnidae","Megascolecidae","Family","Family","Predator"
"1871","Aeshnidae Naididae","Aeshnidae","Naididae","Family","Family","Predator"
